criterion_id,applicable,status,implementation_or_evidence,test_ref,result,final_sha,blocker_group,owner_of_missing_dependency,source_file_line
MYWORK-TABLE-INTERACT-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:175; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:175
MYWORK-SETTINGS2-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:183; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:183
MYWORK-STATES-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:191; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:191
MYWORK-PREVIEW-MANDATORY-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:200; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:200
MYWORK-PREVIEW-BLOCKS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:210; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content/columns),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:210
MYWORK-PREVIEW-DETAILS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:221; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:221
MYWORK-PREVIEW-GRAPHIC-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:237; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:237
MYWORK-PREVIEW-HEADER-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:258; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:258
MYWORK-PREVIEW-META-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:264; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:264
MYWORK-PREVIEW-DETAILS-VARIANTS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:272; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:272
MYWORK-PREVIEW-AI-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:288; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:288
MYWORK-PREVIEW-RELATIONS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:295; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:295
MYWORK-PREVIEW-ACTIONS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:303; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:303
MYWORK-ICON-REGISTRY-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:312; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:312
MYWORK-PREVIEW-DESCRIPTOR-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:340; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content/columns),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:340
MYWORK-PREVIEW-KEBAB-PARITY-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:347; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:347
MYWORK-KEBAB-TRIGGER-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:351; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:351
MYWORK-KEBAB-ZONES-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:357; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:357
MYWORK-KEBAB-MANAGE-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:368; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:368
MYWORK-KEBAB-DANGER-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:378; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content/columns),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:378
MYWORK-KEBAB-FORBIDDEN-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:386; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:386
MYWORK-KEBAB-GRAPHIC-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:394; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,SHARED-LIST-STANDARD,platform shared-UI: src/components/standard/*,docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:394
MYWORK-CONTEXTMENU-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:419; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:419
MYWORK-FOCUS-COLOR-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:445; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:445
MYWORK-VIEWPORT-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:454; maps to one or more of the required surfaces Zle",,UNVERIFIED,PENDING-CANDIDATE-SHA,CW-CONTENT-SWEEP,Case Workspace UI (Zlecenia list content),docs/ui-standards/MY_WORK_TABLE_SURFACE_CONTRACT_V1.md:454
ARTIFACT-6ZONE-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:90; maps to one or more of the required surfaces Zlecenia",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:90
ARTIFACT-DESCENT-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:127; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:127
ARTIFACT-ARCHETYPES-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:141; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:141
ARTIFACT-SPEC-A-SHELL-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:768; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:768
ARTIFACT-SHELL-DELTA-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:784; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:784
ARTIFACT-DIMS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:856; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:856
ARTIFACT-M1-DETAIL-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:866; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:866
ARTIFACT-STATUS-PILL-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:873; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:873
ARTIFACT-SAVE-INDICATOR-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:887; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:887
ARTIFACT-M1-KEBAB-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:891; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:891
ARTIFACT-TITLE-INLINE-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:895; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:895
ARTIFACT-OPEN-MODE-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:899; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:899
ARTIFACT-BAR-HEIGHTS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:905; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:905
ARTIFACT-M3-CLASS-S-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:911; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:911
ARTIFACT-PANEL-SECTIONS-M4,APPLICABLE,FAIL,"Screen: Case Detail (any case), any phase tab, right panel accordion. Viewport: all. Element: ArtifactRightPanel accordion section list. Requirement: Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md",,FAIL,PENDING-CANDIDATE-SHA,RESOLVED,n/a — see evidence_ref/test_ref columns directly,Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:913
ARTIFACT-SHORTCUTS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:923; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:923
ARTIFACT-NO-SHELL-CHANGE-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:934; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:934
ARTIFACT-OPEN-LADDER-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:982; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:982
ARTIFACT-CLASS-SL-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:993; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:993
ARTIFACT-GUARDS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1006; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1006
ARTIFACT-DOD-181-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1524; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1524
ARTIFACT-RESPONSIVE-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1574; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1574
ARTIFACT-COPY-I18N-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1583; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1583
ARTIFACT-A11Y-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1588; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1588
ARTIFACT-MOTION-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1594; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1594
ARTIFACT-DENSITY-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1599; maps to one or more of the required surfaces Zlecen",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:1599
ARTIFACT-EXEC-RULES-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:723; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:723
ARTIFACT-BUTTON-VARIANTS-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:570; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:570
ARTIFACT-EMPTY-STATES-M4,APPLICABLE,APPLICABLE_REQUIRED_V1,"M4 triada-applicability audit, 2026-08-12: confirmed in scope for Case Workspace V1 (source Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:649; maps to one or more of the required surfaces Zleceni",,UNVERIFIED,PENDING-CANDIDATE-SHA,ARTIFACT-SHELL-SWEEP,Case Workspace UI (CaseDetailScreen / ArtifactRightPanel instance),Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md:649
